DFT_ID,Alloy,R2_cprime,R2_c44,cprime,c44
DFT_1326,Zr28Hf10V26Nb2Ta34,0.999915,0.999945,30.29,62.43
DFT_1327,Zr28Hf20V40Mo12,0.999971,0.999927,42.60,53.83
DFT_1328,Zr28Hf28Nb22Ta12Mo10,0.999938,0.999913,40.07,64.95
DFT_1329,Zr28Hf30V10Nb20Mo12,0.999943,0.999899,39.89,59.85
DFT_1330,Zr30Hf6V28Nb12Ta12W12,0.073881,0.118179,-60948.22,69736.77
DFT_1331,Zr30Hf8Nb8Ta34Mo20,0.999974,0.999966,47.64,62.00
DFT_1332,Zr30Hf12V10Nb48,0.999849,0.999793,41.45,49.59
DFT_1333,Zr32V12Nb44W12,0.999933,0.999910,55.11,47.72
DFT_1334,Zr32V28Nb12Mo18W10,0.999961,0.999811,66.21,48.29
DFT_1335,Zr32Hf26V12Mo30,0.999983,0.999937,50.22,58.07
DFT_1336,Zr34Nb22Ta16Mo10W18,0.999986,0.999948,64.97,60.68
DFT_1337,Zr34Hf38V8Nb20,0.999791,0.999915,27.14,67.64
DFT_1338,Zr36Hf16Nb14Mo10W24,0.999994,0.999950,57.37,64.06
DFT_1339,Zr36Hf20Nb24W20,0.999967,0.999961,45.88,63.93
DFT_1340,Zr38V24Nb28Mo10,0.999948,0.999887,48.84,42.75
DFT_1341,Zr38V28Ta26W8,0.212817,0.999965,32670.93,60.46
DFT_1342,Zr38Hf12Nb22Mo28,0.999959,0.999884,54.39,51.54
DFT_1343,Zr40Nb16Ta34Mo8W2,0.999977,0.999956,46.35,61.61
DFT_1344,Zr40Nb20Mo28W12,0.999998,0.999699,69.83,52.35
DFT_1345,Zr40V4Nb28Ta16W12,0.999973,0.999966,48.61,56.96
DFT_1346,Zr40V16Nb40Ta4,0.999915,0.999831,40.96,45.54
DFT_1347,Zr40V34Ta14Mo12,0.999979,0.999938,47.19,50.75
DFT_1348,Zr40V36Nb14W10,0.999974,0.999926,46.69,48.33
DFT_1349,Zr40Hf10V28W22,0.999970,0.999954,47.86,59.12
DFT_1350,Zr40Hf14Nb8Ta18W20,0.212438,0.811559,201139.28,497318.82
DFT_1351,Zr40Hf16Nb10Mo22W12,0.999859,0.999920,54.69,59.20
DFT_1352,Zr40Hf20V14Ta10Mo16,0.999957,0.999924,38.82,59.84
DFT_1353,Zr40Hf22Ta22Mo14W2,0.067435,0.999946,-174885.40,67.79
DFT_1354,Ti2Hf10V40Nb14Ta10Mo24,0.000336,0.118093,8595.91,130120.65
DFT_1355,Ti2Zr22Hf26Ta50,0.998351,0.999823,3.77,60.13
DFT_1356,Ti2Zr40V22Nb14W22,0.999951,0.999917,54.16,54.12
DFT_1357,Ti4Nb22Ta50Mo24,0.999660,0.999978,86.69,68.06
DFT_1358,Ti4V10Nb34Ta20Mo12W20,0.999978,0.999023,94.60,63.86
DFT_1359,Ti4Hf18Nb10Ta34Mo10W24,0.999977,0.999870,65.41,77.20
DFT_1360,Ti4Hf22Ta38Mo26W10,0.999914,0.999828,59.76,73.98
DFT_1361,Ti4Zr10V14Ta34Mo30W8,0.999997,0.999579,90.59,67.97
DFT_1362,Ti4Zr22Hf22Ta24Mo10W18,0.999829,0.999990,55.73,75.62
DFT_1363,Ti6Hf38Nb22Ta34,0.944112,0.999642,3.96,63.69
DFT_1364,Ti6Zr36Nb10Ta36W12,0.999984,0.999971,46.90,68.18
DFT_1365,Ti8Zr8V26Ta34Mo24,0.999883,0.999969,77.51,63.43
DFT_1366,Ti8Zr22Hf32Mo10W28,0.999936,0.999997,16.95,50.36
DFT_1367,Ti8Zr24Ta38Mo30,0.999970,0.999959,68.64,65.75
DFT_1368,Ti8Zr32Ta6Mo30W24,0.999999,0.999632,83.41,65.21
DFT_1369,Ti10V26Nb40Ta6Mo18,0.999966,0.999882,78.83,47.68
DFT_1370,Ti10V28Nb18Ta44,0.999843,0.999888,62.93,68.12
DFT_1371,Ti10Hf12Nb22Ta32W24,0.999823,0.999954,63.32,74.41
DFT_1372,Ti10Hf12Nb30Ta44W4,0.999743,0.999884,45.38,69.63
DFT_1373,Ti10Hf16Nb36Mo14W24,0.633644,0.999797,442875.04,67.60
DFT_1374,Ti10Hf16V24Ta12Mo20W18,0.999984,0.999854,82.02,71.43
DFT_1375,Ti10Hf18V6Ta50W16,0.999979,0.999952,38.49,69.60
DFT_1376,Ti10Hf24V14Ta22Mo20W10,0.633603,0.633607,667753.95,667921.91
DFT_1377,Ti10Hf26V38Mo4W22,0.999971,0.999989,63.04,69.44
DFT_1378,Ti10Hf30Ta34W26,0.999953,0.999960,32.88,74.57
DFT_1379,Ti10Zr8V38Nb14Mo30,0.999994,0.999365,83.71,47.70
DFT_1380,Ti10Zr10V30Mo26W24,0.999965,0.998833,101.33,66.90
DFT_1381,Ti10Zr12V30Nb38Ta10,0.999973,0.999933,54.79,48.90
DFT_1382,Ti10Zr16V16Nb18Ta12Mo28,0.213912,0.811482,15782.44,-38914.55
DFT_1383,Ti10Zr20Hf16V10Mo30W14,0.999994,0.999861,70.48,63.43
DFT_1384,Ti12Nb30Ta36W22,0.999791,0.999991,81.46,74.67
DFT_1385,Ti12Nb34Ta36Mo18,0.999834,0.999988,77.67,64.24
DFT_1386,Ti12V14Nb26Ta32W16,0.999724,0.999996,76.33,69.86
DFT_1387,Ti12V20Nb46Mo10W12,0.999960,0.999814,81.53,51.76
DFT_1388,Ti12Hf6V16Nb26Mo12W28,0.999996,0.999444,93.22,66.98
DFT_1389,Ti12Hf10V40Mo10W28,0.999996,0.999761,87.22,69.50
DFT_1390,Ti12Hf18Nb30Ta28Mo12,0.999898,0.999118,58.23,68.36
DFT_1391,Ti12Hf24Nb26Ta14W24,,,,
DFT_1392,Ti12Hf28V32Nb18Mo10,0.999973,0.999981,48.55,58.74
DFT_1393,Ti12Hf36Ta22Mo30,0.999976,0.999995,58.77,75.16
DFT_1394,Ti12Hf40Nb20W28,0.999972,0.999995,55.55,78.17
DFT_1395,Ti12Hf40V14Nb20Mo14,0.999979,0.999985,44.93,65.15
DFT_1396,Ti12Zr4V16Ta42W26,0.999983,0.999955,79.58,81.25
DFT_1397,Ti12Zr8V30Nb34W16,0.999940,0.999973,69.67,52.91
DFT_1398,Ti12Zr12V16Nb32Ta18W10,0.632080,0.212633,-19214.28,71495.81
DFT_1399,Ti12Zr14Nb34Ta32W8,0.999949,0.999941,57.73,65.88
DFT_1400,Ti12Zr14Hf12Nb28Ta34,0.999932,0.999963,31.67,64.09
DFT_1401,Ti12Zr16Hf16Nb42W14,0.999973,0.999967,50.98,60.65
DFT_1402,Ti12Zr18Hf24Ta34Mo12,0.999750,0.999983,18.39,66.16
DFT_1403,Ti12Zr20V30Ta14Mo24,0.999974,0.999907,64.98,54.01
DFT_1404,Ti12Zr22V12Nb20Ta34,0.999949,0.999956,44.55,62.99
DFT_1405,Ti12Zr24V8Nb44Mo12,0.999925,0.998767,54.21,45.18
DFT_1406,Ti12Zr26Nb48W14,0.999962,0.999943,54.48,52.16
DFT_1407,Ti12Zr26V6Nb26W30,0.999982,0.999928,65.98,60.88
DFT_1408,Ti12Zr26Hf20V38W4,0.999918,0.999971,31.37,59.55
DFT_1409,Ti12Zr30Ta12Mo16W30,0.999989,0.999848,75.10,68.93
DFT_1410,Ti12Zr30Nb30Ta16Mo12,0.999959,0.999954,49.12,54.14
DFT_1411,Ti12Zr30V14Ta14W30,0.999977,0.999956,61.32,67.77
DFT_1412,Ti12Zr32Hf10V18Ta8W20,0.999973,0.999970,45.03,64.62
DFT_1413,Ti14V4Nb50Ta32,0.999707,0.999795,61.46,62.39
DFT_1414,Ti14V30Nb18Mo28W10,0.999992,0.998806,97.37,57.69
DFT_1415,Ti14V40Ta32W14,0.999949,0.999996,72.88,71.72
DFT_1416,Ti14Hf6V40Ta40,0.999973,0.999979,46.17,66.65
DFT_1417,Ti14Hf10Nb50Ta14Mo12,0.280687,0.070269,-226474.51,113330.05
DFT_1418,Ti14Hf10V28Ta24Mo12W12,0.999932,0.999981,72.16,70.76
DFT_1419,Ti14Hf12Nb14Ta36Mo24,0.999914,0.999971,59.71,67.49
DFT_1420,Ti14Hf12Nb18Ta22Mo18W16,0.067369,0.633657,-108291.18,332192.01
DFT_1421,Ti14Hf18V24Ta44,0.999940,0.999979,26.84,69.65
DFT_1422,Ti14Hf18V26Ta24Mo18,0.000069,0.999993,-5328.61,67.55
DFT_1423,Ti14Hf18V36Mo16W16,0.999970,0.999935,72.81,65.21
DFT_1424,Ti14Hf20V14Mo22W30,0.999995,0.999669,88.56,76.67
DFT_1425,Ti14Hf24V8Ta34Mo20,0.999859,0.999987,34.20,66.64
DFT_1426,Ti14Hf38Mo28W20,0.999990,0.999942,70.38,76.60
DFT_1427,Ti14Zr6Nb48Mo24W8,0.999986,0.999438,84.26,53.90
DFT_1428,Ti14Zr8V16Nb12Mo20W30,0.999967,0.999035,99.82,69.55
DFT_1429,Ti14Zr10V18Nb32Mo16W10,0.999989,0.999829,74.81,52.37
DFT_1430,Ti14Zr14V34Nb4Ta14W20,0.999960,0.999984,65.52,64.42
DFT_1431,Ti14Zr14Hf22Nb50,0.999835,0.999848,39.19,57.58
DFT_1432,Ti14Zr18Nb36Ta12Mo20,0.999992,0.999929,63.00,53.10
DFT_1433,Ti14Zr20Hf40Mo4W22,0.999991,0.999989,39.81,76.47
DFT_1434,Ti14Zr22Nb18Ta30W16,0.999979,0.999471,56.08,68.24
DFT_1435,Ti14Zr26Hf8Ta34W18,0.999986,0.999987,40.57,72.22
DFT_1436,Ti14Zr30V12Nb20Ta16Mo8,0.999959,0.999936,44.32,54.65
DFT_1437,Ti14Zr30V16Nb16Ta10W14,0.999977,0.999966,48.49,58.31
DFT_1438,Ti14Zr36Hf38Mo12,0.999892,0.999977,25.35,71.05
DFT_1439,Ti14Zr38V34Mo14,0.999968,0.999900,42.58,48.06
DFT_1440,Ti14Zr40V20Nb14Mo12,0.999955,0.999862,40.50,47.90
DFT_1441,Ti16V36Nb26W22,0.999883,0.999939,79.74,58.59
DFT_1442,Ti16Hf12Nb44W28,0.633662,0.999967,329797.12,67.11
DFT_1443,Ti16Hf12V16Nb44W12,0.004403,0.999983,35228.06,57.76
DFT_1444,Ti16Hf16V30Nb22Mo16,0.999980,0.999981,60.18,54.31
DFT_1445,Ti16Hf32Ta20Mo12W20,0.999967,0.999989,60.23,81.46
DFT_1446,Ti16Hf32V8Nb34Mo10,0.999974,0.999981,45.85,62.27
DFT_1447,Ti16Hf38Nb30Ta16,0.999971,0.999989,35.85,72.90
DFT_1448,Ti16Zr10V40Nb20Ta14,0.999989,0.999959,51.71,53.70
DFT_1449,Ti16Zr12Nb32Mo14W26,0.999986,0.999660,84.77,63.12
DFT_1450,Ti16Zr12V10Ta32Mo30,0.999957,0.999927,73.84,65.23
DFT_1451,Ti16Zr14V24Ta36Mo10,0.999979,0.999981,54.91,65.61
DFT_1452,Ti16Zr22V30Mo14W18,0.999979,0.999877,67.76,57.56
DFT_1453,Ti16Zr24V16Nb14Mo30,0.999986,0.999748,64.70,48.52
DFT_1454,Ti16Zr26Ta50W8,0.999962,0.999981,44.26,74.87
DFT_1455,Ti16Zr34Nb22Mo28,0.999973,0.999834,55.79,48.54
DFT_1456,Ti18V40Nb2Ta16W24,0.999968,0.999944,79.58,70.55
DFT_1457,Ti18Hf10Ta36Mo14W22,0.999995,0.999835,66.97,75.54
DFT_1458,Ti18Hf24Nb44Mo14,0.999987,0.999973,53.41,59.40
DFT_1459,Ti18Hf34Ta38Mo10,0.998166,0.999701,8.90,69.02
DFT_1460,Ti18Zr12V38Ta32,0.999955,0.999967,46.91,64.32
DFT_1461,Ti18Zr26Hf24Nb24W8,0.999964,0.999958,32.88,64.83
DFT_1462,Ti18Zr30V10Ta28Mo14,0.999984,0.999960,45.07,61.67
DFT_1463,Ti18Zr38V12Ta20W12,0.999945,0.999955,38.01,63.42
DFT_1464,Ti20Nb16Ta46Mo18,0.999828,0.999992,72.21,71.72
DFT_1465,Ti20Hf6V14Ta12Mo22W26,0.999975,0.999548,93.81,76.62
DFT_1466,Ti20Hf8V10Nb34Ta16Mo12,0.688203,0.999852,284982.59,74.64
DFT_1467,Ti20Hf8V16Nb8Ta36Mo12,0.999962,0.999981,51.54,67.71
DFT_1468,Ti20Hf12V14Nb22Mo20W12,0.999985,0.999913,74.54,61.85
DFT_1469,Ti20Hf14V16Ta22W28,0.067396,0.811561,-129236.44,567371.32
DFT_1470,Ti20Hf40V16Nb12W12,0.999987,0.999989,37.71,71.45
DFT_1471,Ti20Zr8Nb14Ta40W18,0.999935,0.999996,65.17,76.66
DFT_1472,Ti20Zr10V14Nb18Ta14W24,0.116073,0.999976,-7293.64,67.26
DFT_1473,Ti20Zr10V18Ta20Mo16W16,0.999968,0.999917,74.96,68.18
DFT_1474,Ti20Zr14Nb16Ta20W30,0.999961,0.999967,70.46,72.96
DFT_1475,Ti20Zr14Hf20Nb26Mo10W10,0.999979,0.999975,48.84,62.79
DFT_1476,Ti20Zr18Nb24Ta28Mo10,0.999989,0.999976,50.98,61.89
DFT_1477,Ti20Zr20Hf12Ta12Mo12W24,0.999984,0.999966,60.43,71.82
DFT_1478,Ti20Zr22V10Nb32Ta16,0.999925,0.999996,41.09,56.11
DFT_1479,Ti20Zr22V12Ta24W22,0.648356,0.810102,34530.92,50148.55
DFT_1480,Ti20Zr24Nb48Ta8,0.999844,0.999872,41.43,51.59
DFT_1481,Ti20Zr24Hf14V14Ta18W10,0.999977,0.999978,35.97,68.18
DFT_1482,Ti20Zr28Hf24Mo28,0.999991,0.999941,42.27,61.35
DFT_1483,Ti20Zr36Ta8Mo8W28,0.999987,0.999944,56.81,65.95
DFT_1484,Ti22Nb26Ta38W14,0.999883,0.999994,67.95,74.30
DFT_1485,Ti22V12Nb50Ta16,0.999967,0.999896,56.57,55.29
DFT_1486,Ti22V14Nb32Ta10Mo10W12,0.999943,0.999968,74.94,60.16
DFT_1487,Ti22Hf6V28Nb22Mo10W12,0.999967,0.999974,69.80,57.87
DFT_1488,Ti22Hf8Ta50Mo6W14,0.154677,0.633361,-147351.66,-222207.85
DFT_1489,Ti22Hf8Nb38Ta32,0.999926,0.999909,41.99,64.86
DFT_1490,Ti22Hf12Ta40W26,0.999977,0.999961,55.73,82.02
DFT_1491,Ti22Hf16V16Nb24Ta22,0.999976,0.067404,43.16,-141306.86
DFT_1492,Ti22Hf22V14Nb24Mo18,0.179767,0.118053,410822.08,263247.53
DFT_1493,Ti22Hf26Ta48W4,0.999918,0.999772,13.76,74.16
DFT_1494,Ti22Hf26V12Nb30W10,0.999979,0.999988,45.21,64.78
DFT_1495,Ti22Hf40V10Mo28,0.999992,0.999988,48.35,67.52
DFT_1496,Ti22Hf40V12Mo14W12,0.999982,0.999994,45.33,71.00
DFT_1497,Ti22Zr6V20Nb20Ta20Mo12,0.999304,0.999975,59.73,58.51
DFT_1498,Ti22Zr8V28Nb18W24,0.999962,0.999966,69.66,61.29
DFT_1499,Ti22Zr14Hf16V28Ta20,0.999940,0.999992,32.28,66.04
DFT_1500,Ti22Zr14Hf20Nb12Ta24Mo8,0.999988,0.999985,37.99,69.53
DFT_1501,Ti22Zr18Hf18Ta30W12,0.999967,0.999978,21.69,71.15
DFT_1502,Ti22Zr20Hf32Mo14W12,0.999994,0.999975,39.85,70.08
DFT_1503,Ti22Zr28Hf12Ta16W22,0.293588,0.999986,-159459.15,72.00
DFT_1504,Ti22Zr30V10Mo28W10,0.999989,0.999825,62.00,55.50
DFT_1505,Ti24Nb44Mo10W22,0.999957,0.999793,83.37,62.18
DFT_1506,Ti24Nb48Ta16Mo12,0.999949,0.999977,65.05,56.98
DFT_1507,Ti24V30Ta34Mo12,0.999985,0.999990,63.99,67.13
DFT_1508,Ti24Hf8V28Ta16Mo18W6,0.999960,0.999979,67.29,65.17
DFT_1509,Ti24Zr6V32Mo26W12,0.999981,0.999746,83.12,59.46
DFT_1510,Ti24Zr10V16Nb18Ta32,0.999973,0.999969,45.69,64.52
DFT_1511,Ti24Zr10Hf6V24Nb36,0.179835,0.070297,112280.45,70200.18
DFT_1512,Ti24Zr12Ta38Mo16W10,0.999959,0.999986,65.13,73.47
DFT_1513,Ti24Zr12V10Ta46W8,0.999959,0.999979,49.35,75.27
DFT_1514,Ti24Zr12Hf20Nb10Ta12W22,0.999972,0.999990,47.79,74.09
DFT_1515,Ti24Zr30V22Mo8W16,0.999969,0.999946,49.53,57.67
DFT_1516,Ti24Zr40Hf12Nb8Mo16,0.999963,0.999947,31.82,57.84
DFT_1517,Ti26Nb50Ta22W2,0.999953,0.999896,55.67,60.82
DFT_1518,Ti26V2Ta44Mo28,0.999903,0.999955,76.15,73.69
DFT_1519,Ti26V22Ta24Mo20W8,0.999928,0.999935,76.81,68.20
DFT_1520,Ti26V26Nb28Ta20,0.999987,0.999942,52.81,58.71
DFT_1521,Ti26Hf12Nb16Ta30W16,0.118071,0.633657,145062.28,336035.08
DFT_1522,Ti26Hf14V26Nb26W8,0.999979,0.999981,48.81,59.04
DFT_1523,Ti26Hf18V26Ta10W20,0.999961,0.118074,53.39,222962.98
DFT_1524,Ti26Hf22V40Nb2Mo10,0.999976,0.999980,42.98,58.76
DFT_1525,Ti26Hf24Nb44W6,0.999980,0.999972,43.03,63.09
DFT_1526,Ti26Hf30V14Ta18Mo12,0.999985,0.999990,39.40,71.06
DFT_1527,Ti26Zr8V4Ta50Mo12,0.999955,0.999983,54.83,74.36
DFT_1528,Ti26Zr10V4Ta22Mo28W10,0.999978,0.999884,76.20,68.52
DFT_1529,Ti26Zr10V38W26,0.999971,0.999967,66.61,64.63
DFT_1530,Ti26Zr12Nb14Mo30W18,0.999994,0.999654,84.77,64.22
DFT_1531,Ti26Zr14V38Nb12W10,0.999976,0.999955,50.21,54.64
DFT_1532,Ti26Zr16Hf16Ta20Mo22,0.999989,0.999985,46.24,67.11
DFT_1533,Ti26Zr26Nb22W26,0.999985,0.999949,54.18,61.99
DFT_1534,Ti26Zr28V8Nb38,0.999872,0.999879,35.07,50.46
DFT_1535,Ti28Nb28Ta16W28,0.999934,0.999962,76.24,72.72
DFT_1536,Ti28V12Nb18Ta42,0.999974,0.999964,50.45,70.49
DFT_1537,Ti28V28Ta24W20,0.999959,0.999983,67.84,73.85
DFT_1538,Ti28V34Nb30Mo8,0.999976,0.999964,59.41,48.16
DFT_1539,Ti28Hf6V38Ta12W16,0.999963,0.999945,58.83,67.35
DFT_1540,Ti28Hf12V40Mo20,0.633630,0.999983,367855.06,55.33
DFT_1541,Ti28Zr6Nb26Mo20W20,0.999985,0.999760,81.87,63.82
DFT_1542,Ti28Zr8V24Nb14Mo26,0.999982,0.999864,67.45,51.17
DFT_1543,Ti28Zr22Nb26Mo12W12,0.999978,0.999940,54.67,56.16
DFT_1544,Ti28Zr24V6Ta42,0.999948,0.999994,32.70,70.11
DFT_1545,Ti28Zr24V14Nb16Ta18,0.999919,0.999976,34.29,59.36
DFT_1546,Ti28Zr30Ta16Mo26,0.999986,0.999951,48.80,58.73
DFT_1547,Ti30V14Nb18Ta18Mo20,0.999967,0.999990,67.11,60.35
DFT_1548,Ti30V40Ta14Mo16,0.999971,0.998896,63.64,56.70
DFT_1549,Ti30Hf14Nb38Ta10Mo8,0.999979,0.999981,47.87,61.37
DFT_1550,Ti30Hf18V24Nb2Ta26,0.999861,0.999995,34.52,70.11
DFT_1551,Ti30Zr4Hf16V14Nb16W20,0.212289,0.168468,-257814.96,-229667.83
DFT_1552,Ti30Zr10Hf24V10Nb14Mo12,0.999987,0.999973,36.55,61.90
DFT_1553,Ti30Zr18V12Nb30Mo10,0.999957,0.999919,45.91,50.10
DFT_1554,Ti30Zr18Hf16V14Mo22,0.999989,0.999951,42.35,58.49
DFT_1555,Ti30Zr20Hf14V6Ta30,0.999763,0.999893,10.22,63.56
DFT_1556,Ti30Zr24Hf28V6Ta12,0.999205,0.999981,18.50,73.47
DFT_1557,Ti32V6Nb38Mo24,0.999982,0.999889,70.27,52.24
DFT_1558,Ti32V30Nb26W12,0.999752,0.999987,59.89,56.28
DFT_1559,Ti32Hf12V12Ta14Mo30,0.999976,0.999977,63.62,64.98
DFT_1560,Ti32Hf12V18Mo24W14,0.168442,0.255794,-183360.42,-303161.48
DFT_1561,Ti32Zr14V14Nb4Ta18W18,0.999965,0.999985,51.46,68.69
DFT_1562,Ti32Zr24V12Ta2Mo30,0.999979,0.999908,54.78,53.19
DFT_1563,Ti32Zr24Hf18W26,0.999993,0.999980,38.88,71.41
DFT_1564,Ti34Ta26Mo28W12,0.999989,0.999910,81.83,74.84
DFT_1565,Ti34V14Nb14Ta28W10,0.999972,0.999992,55.76,69.99
DFT_1566,Ti34V14Nb50Ta2,0.999968,0.999954,49.63,50.41
DFT_1567,Ti34Hf10V26Nb16Mo14,0.999984,0.999980,51.40,55.14
DFT_1568,Ti34Hf16Nb8Ta42,0.999901,0.999671,16.49,68.39
DFT_1569,Ti34Hf22Ta18Mo18W8,0.999822,0.999995,51.29,73.84
DFT_1570,Ti34Hf24Nb16Mo26,0.999991,0.999984,51.53,63.01
DFT_1571,Ti34Zr8Ta18Mo16W24,0.069604,0.999912,4468.79,74.80
DFT_1572,Ti34Zr16Ta18Mo18W14,0.999981,0.999970,60.42,68.19
DFT_1573,Ti34Zr16Hf14V16W20,0.999987,0.999978,40.23,67.35
DFT_1574,Ti34Zr16Hf20Mo12W18,0.999982,0.999985,44.82,69.27
DFT_1575,Ti36Nb42Ta2W20,0.999969,0.999992,64.36,62.83
DFT_1576,Ti36V12Ta14Mo10W28,0.999999,0.999856,78.66,76.61
DFT_1577,Ti36V26Ta10Mo28,0.999971,0.999941,70.21,58.53
DFT_1578,Ti36Zr2V12Nb16Ta4W30,0.999965,0.999958,70.31,70.30
DFT_1579,Ti36Zr14Ta36Mo14,0.999987,0.999985,45.73,69.09
DFT_1580,Ti38Hf8Nb22Ta12Mo20,0.999711,0.484597,55.92,225302.55
DFT_1581,Ti38Hf10V20Nb8Mo10W14,0.999018,0.999988,55.93,64.00
DFT_1582,Ti38Hf34V12Nb16,0.999964,0.999994,24.16,68.56
DFT_1583,Ti38Zr6Hf14V26Mo16,0.999985,0.999979,41.97,58.24
DFT_1584,Ti38Zr10Mo24W28,0.999995,0.999798,81.01,71.56
DFT_1585,Ti38Zr10V26Ta12Mo14,0.999983,0.999969,47.71,58.16
DFT_1586,Ti38Zr12Hf10Ta20Mo14W6,0.244667,0.999882,207392.45,84.39
DFT_1587,Ti38Zr14Nb22W26,0.999980,0.999976,55.85,65.12
DFT_1588,Ti38Zr16V16Mo14W16,0.999982,0.999960,56.43,61.31
DFT_1589,Ti40Nb6Ta32W22,0.999944,0.999985,61.22,79.61
DFT_1590,Ti40V6Nb20Mo14W20,0.999972,0.999917,73.28,65.10
DFT_1591,Ti40Hf4V24Nb32,0.999941,0.999978,41.83,52.86
DFT_1592,Ti40Hf4V32Ta24,0.999944,0.999998,38.20,64.71
DFT_1593,Ti40Hf6V30W24,0.999956,0.999970,57.71,67.89
DFT_1594,Ti40Hf16V10Ta14W20,0.999978,0.168459,46.01,-229790.65
DFT_1595,Ti40Hf18V18Ta12Mo12,0.999981,0.999994,38.68,65.62
DFT_1596,Ti40Zr10Nb24Mo12W14,0.999983,0.999965,57.94,60.21
DFT_1597,Ti40Zr18Nb14Ta22W6,0.999973,0.999987,35.59,66.08
DFT_1598,Ti40Zr30Hf4Mo26,0.999985,0.999938,39.54,55.96
