DFT_ID,Alloy,SWS0,B0,C11,C12,C44,cprime,B,G_V,G_R,G_VRH,E,nu,B_G_ratio,Cauchy,A,Hv,R2_cprime,R2_c44,n_drop_cprime,n_drop_c44,born_stable
DFT_0139,Ti25Zr25Hf25Nb12Ta13,3.173621,124.46,156.04,108.67,70.97,23.68,124.46,52.06,39.46,45.76,122.29,0.3362,2.7200,37.70,2.9969,2.81,0.999928,0.999987,0,0,Y
DFT_0140,Ti25Zr25Hf25Nb25,3.171781,121.55,155.08,104.79,65.73,25.15,121.55,49.50,39.94,44.72,119.51,0.3361,2.7180,39.05,2.6139,2.73,0.999860,0.999971,0,0,Y
DFT_0142,Ti28Zr29Hf29Ta14,3.190733,117.39,140.62,105.77,75.70,17.42,117.39,52.39,32.38,42.39,113.50,0.3389,2.7696,30.07,4.3449,2.44,0.998564,0.999980,0,0,Y
DFT_0143,Ti29Zr28Hf29Nb14,3.185878,115.95,141.58,103.13,70.50,19.23,115.95,49.99,34.11,42.05,112.55,0.3382,2.7573,32.63,3.6673,2.44,0.999229,0.999987,0,0,Y
DFT_0144,Ti30Zr29Hf29Ta12,3.190625,116.17,137.77,105.37,75.56,16.20,116.17,51.81,30.64,41.23,110.60,0.3413,2.8177,29.81,4.6639,2.24,0.998289,0.999983,1,0,Y
DFT_0145,Ti31Zr32Nb31Ta3Mo3,3.134049,113.74,156.10,92.56,54.07,31.77,113.74,45.15,42.22,43.68,116.18,0.3298,2.6037,38.49,1.7019,2.95,0.999910,0.999938,0,0,Y
DFT_0146,Ti33V34Nb33,2.971612,139.18,205.05,106.25,48.91,49.40,139.18,49.10,49.10,49.10,131.81,0.3422,2.8344,57.34,0.9900,2.77,0.999976,0.999956,0,0,Y
DFT_0147,Ti33Zr33V17Nb17,3.099379,106.73,142.04,89.08,54.85,26.48,106.73,43.50,38.40,40.95,108.92,0.3299,2.6064,34.22,2.0714,2.72,0.999864,0.999979,0,0,Y
DFT_0148,Ti34V22Nb22Ta22,3.013288,144.40,207.16,113.02,61.24,47.07,144.40,55.57,54.66,55.12,146.69,0.3307,2.6199,51.78,1.3011,3.77,0.999980,0.999977,0,0,Y
DFT_0149,Ti34Zr33Nb33,3.141874,108.80,146.00,90.20,54.71,27.90,108.80,43.99,39.52,41.76,111.06,0.3299,2.6056,35.48,1.9608,2.79,0.999841,0.999963,0,0,Y
DFT_0150,Ti35Zr27Hf27Nb5Ta6,3.180766,114.38,135.52,103.81,73.09,15.86,114.38,50.20,29.91,40.05,107.60,0.3432,2.8557,30.72,4.6091,2.07,0.998541,0.999983,0,0,Y
DFT_0151,Ti35Zr35Nb20Mo10,3.125030,112.18,154.46,91.04,53.95,31.71,112.18,45.05,42.13,43.59,115.77,0.3280,2.5736,37.10,1.7014,3.02,0.999941,0.999951,0,0,Y
DFT_0152,Ti37Hf23V15Nb22W3,3.066027,131.80,175.50,109.95,63.50,32.77,131.80,51.21,46.18,48.70,130.07,0.3355,2.7066,46.45,1.9375,3.06,0.999978,0.999993,0,0,Y
DFT_0153,Ti38Hf24V15Nb23,3.072716,128.70,168.42,108.84,63.21,29.79,128.70,49.84,43.63,46.73,125.07,0.3380,2.7539,45.63,2.1218,2.79,0.999973,0.999992,0,0,Y
DFT_0154,Ti41Hf16V27Nb16,3.021472,126.87,168.82,105.89,59.42,31.46,126.87,48.23,43.84,46.04,123.21,0.3381,2.7559,46.48,1.8884,2.74,0.999953,0.999994,0,0,Y
DFT_0155,Ti42Hf21V16Nb21,3.062116,126.63,165.19,107.35,62.50,28.92,126.63,49.07,42.68,45.88,122.80,0.3384,2.7602,44.84,2.1610,2.72,0.999974,0.999994,0,0,Y
DFT_0156,Ti43Zr14V28Nb14Mo1,3.011863,119.29,162.91,97.48,54.11,32.71,119.29,45.55,42.89,44.22,118.07,0.3350,2.6975,43.37,1.6541,2.75,0.999914,0.999987,0,0,Y
DFT_0157,Ti43Zr14V29Nb14,3.011047,118.83,161.41,97.54,54.43,31.94,118.83,45.43,42.47,43.95,117.38,0.3354,2.7037,43.11,1.7044,2.71,0.999915,0.999982,0,0,Y
DFT_0158,Ti43Zr42Nb5Ta5Mo5,3.154244,101.14,125.86,88.78,61.32,18.54,101.14,44.21,31.89,38.05,101.43,0.3329,2.6582,27.46,3.3075,2.36,0.999718,0.999989,0,0,Y
DFT_0159,Ti44Zr14V28Nb14,3.013421,118.11,159.87,97.23,54.54,31.32,118.11,45.25,42.07,43.66,116.61,0.3354,2.7051,42.69,1.7413,2.69,0.999920,0.999986,0,0,Y
DFT_0160,Ti44Zr30Nb26,3.132027,106.16,137.57,90.45,57.78,23.56,106.16,44.09,36.55,40.32,107.37,0.3314,2.6330,32.67,2.4527,2.60,0.999833,0.999986,0,0,Y
DFT_0161,Ti45Zr45Nb5Mo5,3.161500,96.71,117.53,86.30,60.73,15.61,96.71,42.68,28.17,35.43,94.71,0.3368,2.7299,25.57,3.8901,1.98,0.999513,0.999985,0,0,Y
DFT_0162,Ti45Zr45Nb5Ta5,3.174606,94.69,110.73,86.67,63.91,12.03,94.69,43.16,23.45,33.30,89.43,0.3426,2.8432,22.76,5.3142,1.58,0.998582,0.999964,0,0,Y
DFT_0163,Ti49Zr32Nb13Ta6,3.137657,103.93,128.23,91.78,62.55,18.23,103.93,44.82,31.71,38.26,102.24,0.3360,2.7162,29.23,3.4317,2.24,0.999642,0.999988,0,0,Y
DFT_0164,Ti56Zr30Nb14,3.129522,99.96,120.14,89.87,62.00,15.14,99.96,43.25,27.70,35.48,95.17,0.3413,2.8176,27.87,4.0960,1.80,0.999352,0.999980,0,0,Y
DFT_0165,Ta90W2Re8,3.070551,213.53,322.94,158.82,95.56,82.06,213.53,90.16,89.66,89.91,236.53,0.3154,2.3750,63.27,1.1645,7.10,0.999328,0.999950,0,0,Y
DFT_0166,Nb5Ta45Mo8W42,3.017920,224.04,375.43,148.34,89.63,113.54,224.04,99.19,97.87,98.53,257.81,0.3082,2.2737,58.72,0.7894,8.22,0.999394,0.997476,0,0,Y
DFT_0167,Nb22Ta34Mo24W20,3.022686,218.35,367.76,143.65,74.37,112.06,218.35,89.44,85.93,87.69,232.00,0.3229,2.4902,69.28,0.6636,6.42,0.999154,0.994834,0,0,Y
DFT_0168,Nb24Ta28Mo21W27,3.017309,221.55,379.67,142.49,79.61,118.59,221.55,95.20,91.66,93.43,245.75,0.3151,2.3713,62.88,0.6713,7.35,0.999765,0.996188,0,0,Y
DFT_0169,Nb26Ta23Mo28W23,3.011909,219.67,388.63,135.19,81.43,126.72,219.67,99.54,95.01,97.28,254.30,0.3071,2.2582,53.76,0.6426,8.22,0.999895,0.997067,0,0,Y
DFT_0170,Nb27Ta19Mo31W23,3.007198,225.49,403.38,136.54,84.59,133.42,225.49,104.12,99.10,101.61,265.02,0.3041,2.2192,51.95,0.6340,8.75,0.999932,0.998510,0,0,Y
DFT_0171,Nb28Ta25Mo25W22,3.017560,217.62,376.82,138.02,76.07,119.40,217.62,93.40,88.99,91.19,240.05,0.3162,2.3863,61.95,0.6371,7.13,0.999381,0.994463,0,0,Y
DFT_0172,Nb29Ta14Mo24W33,3.003334,234.27,418.84,141.98,88.74,138.43,234.27,108.62,103.62,106.12,276.59,0.3032,2.2077,53.24,0.6411,9.13,0.999808,0.999121,0,0,Y
DFT_0173,Nb32Ta6Mo34W28,2.996421,231.95,425.71,135.07,90.39,145.32,231.95,112.36,106.49,109.43,283.67,0.2962,2.1197,44.68,0.6220,9.95,0.999899,0.999713,0,0,Y
DFT_0174,Nb35Ta5Mo20W40,3.000375,234.39,425.52,138.83,89.78,143.34,234.39,111.21,105.56,108.38,281.73,0.2997,2.1626,49.04,0.6263,9.58,0.999904,0.999041,0,0,Y
DFT_0175,Nb35Ta35Mo1W29,3.046339,200.91,324.11,139.31,70.10,92.40,200.91,79.02,77.59,78.30,207.90,0.3275,2.5657,69.21,0.7587,5.51,0.999928,0.999713,0,0,Y
DFT_0176,Nb50Mo23W27,3.010335,207.92,384.28,119.74,75.95,132.27,207.92,98.48,91.54,95.01,247.35,0.3017,2.1884,43.79,0.5742,8.48,0.999766,0.996306,0,0,Y
DFT_0177,Nb61Mo17W22,3.022602,195.74,346.65,120.28,61.49,113.19,195.74,82.17,75.24,78.70,208.21,0.3227,2.4870,58.79,0.5433,5.86,0.999423,0.993129,0,0,Y
DFT_0178,Nb66Mo23W11,3.026035,191.54,332.68,120.97,53.28,105.85,191.54,74.31,66.49,70.40,188.15,0.3363,2.7208,67.69,0.5033,4.47,0.999526,0.990430,0,0,Y
DFT_0179,Nb67Mo12W21,3.030289,192.42,329.22,124.02,54.35,102.60,192.42,73.65,66.94,70.30,188.00,0.3372,2.7373,69.67,0.5297,4.41,0.999305,0.992007,0,0,Y
DFT_0180,Nb69Mo17W14,3.031305,190.53,323.75,123.92,51.46,99.91,190.53,70.84,63.84,67.34,180.74,0.3419,2.8292,72.46,0.5150,3.95,0.999618,0.990040,0,0,Y
DFT_0181,Nb72Mo12W16,3.036928,188.98,315.24,125.85,50.15,94.70,188.98,67.97,61.77,64.87,174.63,0.3460,2.9132,75.70,0.5296,3.57,0.999699,0.992033,0,0,Y
DFT_0182,Nb91Ta6W3,3.078382,167.45,262.41,119.97,41.26,71.22,167.45,53.24,49.61,51.42,139.95,0.3607,3.2562,78.71,0.5793,2.04,0.999223,0.997828,0,0,Y
DFT_0183,V8Nb10Ta35Mo10W37,3.004048,226.89,375.35,152.66,82.27,111.34,226.89,93.90,91.86,92.88,245.18,0.3199,2.4428,70.39,0.7388,6.96,0.999782,0.997611,0,0,Y
DFT_0184,V8Nb45Ta47,3.070309,166.03,263.19,117.45,69.41,72.87,166.03,70.79,70.75,70.77,185.90,0.3134,2.3460,48.04,0.9525,5.91,0.999438,0.999675,0,0,Y
DFT_0185,V14Nb45Ta41,3.056257,167.42,263.64,119.31,65.30,72.17,167.42,68.04,67.88,67.96,179.59,0.3212,2.4634,54.01,0.9048,5.22,0.999481,0.999542,0,0,Y
DFT_0186,V17Nb20Ta20Mo20W23,2.984923,212.37,361.75,137.68,71.35,112.04,212.37,87.63,83.48,85.55,226.28,0.3224,2.4823,66.32,0.6369,6.32,0.999221,0.994641,0,0,Y
DFT_0187,V20Nb25Ta25Mo30,2.990261,186.66,314.76,122.61,56.82,96.08,186.66,72.52,67.92,70.22,187.19,0.3329,2.6582,65.79,0.5914,4.66,0.999915,0.997357,0,0,Y
DFT_0188,V21Nb25Ta25W29,3.000425,195.99,319.38,134.30,67.13,92.54,195.99,77.30,75.41,76.36,202.74,0.3276,2.5668,67.16,0.7254,5.38,0.999986,0.999576,0,0,Y
DFT_0189,V24Nb39Ta37,3.032861,165.76,261.27,118.01,61.89,71.63,165.76,65.79,65.45,65.62,173.91,0.3251,2.5261,56.12,0.8640,4.82,0.999602,0.999473,0,0,Y
DFT_0190,V28Nb34Ta38,3.023734,165.17,260.60,117.46,62.19,71.57,165.17,65.94,65.63,65.79,174.23,0.3242,2.5106,55.26,0.8690,4.89,0.999640,0.999561,0,0,Y
DFT_0191,Hf1Ta79W16Re4,3.062895,212.31,325.11,155.91,91.97,84.60,212.31,89.02,88.88,88.95,234.15,0.3162,2.3869,63.94,1.0871,6.98,0.999051,0.999968,0,0,Y
DFT_0192,Hf1Ta84W15,3.076052,204.11,310.07,151.13,94.46,79.47,204.11,88.47,87.84,88.15,231.18,0.3112,2.3154,56.66,1.1886,7.29,0.999539,0.999923,0,0,Y
DFT_0193,Hf1Ta85W9Re5,3.071088,212.83,320.97,158.76,93.71,81.10,212.83,88.67,88.23,88.45,233.06,0.3175,2.4063,65.05,1.1555,6.86,0.999304,0.999945,0,0,Y
DFT_0194,Hf1Ta86W6Re7,3.070285,212.64,321.23,158.34,93.93,81.44,212.64,88.93,88.50,88.72,233.66,0.3169,2.3968,64.42,1.1533,6.92,0.999284,0.999954,0,0,Y
DFT_0195,Hf1Ta88W7Re4,3.077480,202.75,307.63,150.31,95.19,78.66,202.75,88.58,87.81,88.19,231.08,0.3100,2.2989,55.12,1.2102,7.38,0.999572,0.999922,0,0,Y
DFT_0196,Hf1Ta93W6,3.092364,186.10,283.76,137.27,96.17,73.25,186.10,87.00,85.47,86.24,224.10,0.2993,2.1580,41.09,1.3130,8.03,0.999629,0.999848,0,0,Y
DFT_0197,Hf1V14Nb41Ta44,3.061730,169.57,262.26,123.23,65.97,69.52,169.57,67.39,67.35,67.37,178.47,0.3246,2.5171,57.25,0.9490,4.97,0.999599,0.999763,0,0,Y
DFT_0199,Hf2Ta95W3,3.100176,176.79,268.15,131.11,94.58,68.52,176.79,84.16,82.09,83.13,215.59,0.2968,2.1268,36.53,1.3803,7.98,0.999095,0.999940,0,0,Y
DFT_0200,Hf2V19Nb38Ta41,3.049834,165.42,255.11,120.58,64.31,67.27,165.42,65.49,65.46,65.48,173.54,0.3252,2.5264,56.26,0.9560,4.81,0.999607,0.999839,1,2,Y
DFT_0201,Hf3Ta82W13Re2,3.080558,195.38,296.78,144.68,92.14,76.05,195.38,85.71,84.95,85.33,223.46,0.3094,2.2897,52.54,1.2116,7.23,0.999552,0.999931,0,0,Y
DFT_0202,Hf3Ta90W5Re2,3.095175,181.04,274.88,134.12,93.47,70.38,181.04,84.24,82.63,83.43,216.97,0.3003,2.1699,40.65,1.3281,7.75,0.999844,0.999917,0,0,Y
DFT_0203,Hf3Nb30Ta31W36,3.042909,218.72,342.54,156.81,75.14,92.87,218.72,82.23,81.35,81.79,218.18,0.3337,2.6741,81.67,0.8091,5.32,0.999728,0.998918,1,0,Y
DFT_0204,Hf3Nb31Ta35W31,3.055036,195.23,313.21,136.24,72.59,88.49,195.23,78.95,78.21,78.58,207.85,0.3226,2.4845,63.65,0.8204,5.86,0.999935,0.999805,0,0,Y
DFT_0205,Hf4Ta81W14Re1,3.085856,188.98,286.79,140.08,91.20,73.36,188.98,84.06,83.11,83.59,218.54,0.3073,2.2609,48.88,1.2433,7.26,0.999673,0.999936,0,0,Y
DFT_0206,Hf4Ta86W9Re1,3.095066,180.03,273.15,133.47,91.78,69.84,180.03,83.00,81.53,82.27,214.18,0.3017,2.1883,41.69,1.3141,7.56,0.999882,0.999928,0,0,Y
DFT_0207,Hf4Ta88W7Re1,3.098349,178.27,269.60,132.61,91.84,68.50,178.27,82.50,80.82,81.66,212.54,0.3013,2.1830,40.76,1.3409,7.54,0.999840,0.999931,0,0,Y
DFT_0208,Hf4Ta88W8,3.099530,178.93,269.64,133.57,91.61,68.03,178.93,82.18,80.46,81.32,211.86,0.3027,2.2004,41.97,1.3465,7.42,0.999798,0.999944,0,0,Y
DFT_0209,Hf4Ta91W5,3.104066,171.50,259.22,127.64,91.57,65.79,171.50,81.26,79.16,80.21,208.17,0.2977,2.1382,36.07,1.3919,7.69,0.999549,0.999986,0,0,Y
DFT_0210,Hf5Ta85W8Re2,3.097318,177.72,268.61,132.27,90.49,68.17,177.72,81.56,80.01,80.79,210.47,0.3026,2.1999,41.79,1.3274,7.38,0.999879,0.999941,0,0,Y
DFT_0211,Hf5Ta90W4Re1,3.106380,170.36,255.98,127.55,90.37,64.22,170.36,79.91,77.71,78.81,204.84,0.2996,2.1617,37.18,1.4072,7.44,0.999686,0.999994,0,0,Y
DFT_0212,Hf5Nb32Ta30W33,3.049699,198.85,317.58,139.49,74.24,89.05,198.85,80.16,79.53,79.84,211.26,0.3229,2.4905,65.25,0.8337,5.92,0.999907,0.999745,0,0,Y
DFT_0213,Hf6Ta84W10,3.103201,177.08,263.76,133.74,88.86,65.01,177.08,79.32,77.49,78.41,204.97,0.3071,2.2584,44.87,1.3669,6.89,0.999703,0.999961,1,0,Y
DFT_0215,Hf7Ta89W4,3.115948,165.79,244.12,126.63,88.25,58.75,165.79,76.45,73.49,74.97,195.45,0.3035,2.2115,38.37,1.5023,6.88,0.999728,0.999971,0,1,Y
DFT_0216,Hf7Nb44Ta44W5,3.092314,172.62,256.69,130.59,68.38,63.05,172.62,66.25,66.14,66.20,176.08,0.3300,2.6077,62.21,1.0845,4.57,0.999570,0.999880,0,0,Y
DFT_0217,Hf8Ta82W10,3.110504,167.81,249.16,127.13,86.12,61.01,167.81,76.08,73.95,75.01,195.85,0.3055,2.2371,41.02,1.4114,6.75,0.999895,0.999993,0,0,Y
DFT_0219,Hf8V10Nb40Ta40Mo2,3.077495,169.68,244.50,132.27,63.50,56.11,169.68,60.54,60.32,60.43,162.05,0.3408,2.8078,68.78,1.1316,3.58,0.998528,0.999848,2,0,Y
DFT_0221,Hf10Nb23Ta23Mo20W24,3.038459,202.27,335.63,135.59,74.14,100.02,202.27,84.49,82.70,83.60,220.42,0.3184,2.4196,61.45,0.7413,6.47,0.999690,0.998445,0,0,Y
DFT_0222,Hf10Nb31Ta31W28,3.064238,192.45,295.10,141.13,73.74,76.99,192.45,75.04,75.00,75.02,199.18,0.3275,2.5653,67.39,0.9578,5.30,0.999921,0.999985,0,0,Y
DFT_0223,Hf11Nb27Ta31W31,3.062247,195.52,299.45,143.56,76.04,77.95,195.52,76.80,76.79,76.80,203.72,0.3263,2.5460,67.52,0.9755,5.49,0.999998,0.999961,0,0,Y
DFT_0224,Hf17Nb75W8,3.099538,160.39,247.50,116.83,55.55,65.34,160.39,59.47,59.09,59.28,158.33,0.3355,2.7056,61.28,0.8503,3.80,0.999782,0.999756,0,0,Y
DFT_0225,Hf23Nb20Ta20Mo17W20,3.068240,185.28,295.41,130.21,75.43,82.60,185.28,78.30,78.14,78.22,205.71,0.3150,2.3687,54.78,0.9132,6.34,0.999932,0.999921,0,0,Y
DFT_0227,Hf55Ta21Mo24,3.136995,169.41,236.06,136.08,81.24,49.99,169.41,68.74,64.99,66.86,177.27,0.3256,2.5337,54.85,1.6250,4.88,0.999979,0.999987,0,0,Y
DFT_0229,Hf72Ta26Mo2,3.197951,165.89,203.49,147.09,91.80,28.20,165.89,66.36,48.26,57.31,154.17,0.3451,2.8947,55.29,3.2553,3.16,0.999778,0.999981,0,0,Y
DFT_0230,Zr1Ta87Mo2W4Re6,3.071674,207.04,316.28,152.42,93.89,81.93,207.04,89.10,88.71,88.91,233.32,0.3122,2.3288,58.53,1.1460,7.27,0.999684,0.999933,0,0,Y
DFT_0231,Zr1Ta91W4Re4,3.081727,192.47,296.45,140.48,96.87,77.99,192.47,89.32,88.32,88.82,230.93,0.3000,2.1670,43.61,1.2421,8.17,0.999885,0.999895,0,0,Y
DFT_0232,Zr1Ta93W3Re3,3.086765,186.33,287.75,135.62,97.16,76.06,186.33,88.72,87.46,88.09,228.29,0.2958,2.1152,38.46,1.2774,8.43,0.999855,0.999876,0,0,Y
DFT_0233,Zr1Nb84Mo8W7,3.058436,179.23,284.33,126.68,41.51,78.82,179.23,56.44,51.21,53.82,146.78,0.3635,3.3300,85.17,0.5267,2.04,0.999732,0.999513,0,0,Y
DFT_0234,Zr1Nb85Mo4W10,3.060786,178.79,282.91,126.73,42.82,78.09,178.79,56.93,52.26,54.59,148.65,0.3614,3.2750,83.91,0.5483,2.18,0.999712,0.998995,0,0,Y
DFT_0235,Zr1Nb85Ta4Mo6W4,3.067990,173.96,273.62,124.13,41.78,74.74,173.96,54.97,50.73,52.85,143.97,0.3621,3.2916,82.35,0.5590,2.05,0.999874,0.997734,0,0,Y
DFT_0236,Zr1Nb89Mo7W3,3.067685,169.14,268.27,119.57,38.38,74.35,169.14,52.77,47.59,50.18,136.98,0.3650,3.3710,81.20,0.5161,1.77,0.999865,0.998385,0,0,Y
DFT_0237,Zr1Nb91W8,3.071759,170.88,268.93,121.85,40.88,73.54,170.88,53.95,49.71,51.83,141.21,0.3623,3.2969,80.97,0.5559,1.99,0.999703,0.996953,0,0,Y
DFT_0238,Zr1Nb92Mo6W1,3.072638,164.47,260.81,116.30,36.78,72.26,164.47,50.97,45.77,48.37,132.16,0.3661,3.4002,79.52,0.5090,1.62,0.999589,0.996841,0,0,Y
DFT_0239,Zr1Hf1Ta88W7Re3,3.083101,190.58,292.87,139.43,95.25,76.72,190.58,87.84,86.86,87.35,227.32,0.3012,2.1818,44.18,1.2415,7.97,0.999881,0.999921,0,0,Y
DFT_0240,Zr1Hf1Ta91Mo6W1,3.091077,179.89,279.72,129.97,92.67,74.87,179.89,85.55,84.63,85.09,220.50,0.2957,2.1141,37.30,1.2377,8.21,0.999756,0.999938,0,0,Y
DFT_0241,Zr2Nb87Ta5Mo4W2,3.076788,166.71,262.22,118.95,40.93,71.64,166.71,53.21,49.40,51.31,139.60,0.3604,3.2492,78.02,0.5714,2.04,0.999527,0.997997,0,0,Y
DFT_0242,Zr3Nb75Ta16W6,3.080095,172.14,268.67,123.87,51.40,72.40,172.14,59.80,58.15,58.98,158.79,0.3463,2.9188,72.47,0.7100,3.20,0.999736,0.997733,0,0,Y
DFT_0243,Zr3Nb96W1,3.084313,145.49,234.76,100.85,37.80,66.95,145.49,49.46,45.77,47.61,128.79,0.3525,3.0556,63.06,0.5645,2.19,0.997930,0.998296,0,0,Y
DFT_0244,Zr3Hf1Ta89Mo1W5Re1,3.093841,180.93,276.95,132.92,93.04,72.02,180.93,84.63,83.31,83.97,218.16,0.2990,2.1547,39.88,1.2919,7.88,0.999780,0.999942,0,0,Y
DFT_0245,Zr4Nb84Ta5Mo2W5,3.079140,165.71,260.82,118.15,43.40,71.33,165.71,54.57,51.46,53.02,143.73,0.3554,3.1255,74.75,0.6084,2.38,0.999624,0.998677,0,0,Y
DFT_0246,Zr5Ta87Mo1W7,3.093034,184.13,281.00,135.70,92.72,72.65,184.13,84.69,83.49,84.09,218.95,0.3018,2.1896,42.98,1.2762,7.69,0.999839,0.999939,0,0,Y
DFT_0247,Zr5Nb90W5,3.083107,156.22,248.18,110.24,40.41,68.97,156.22,51.83,48.43,50.13,135.86,0.3551,3.1163,69.84,0.5859,2.22,0.999188,0.998994,0,0,Y
DFT_0248,Zr5Nb92Mo2W1,3.085141,146.22,235.93,101.37,38.40,67.28,146.22,49.95,46.36,48.16,130.18,0.3516,3.0363,62.96,0.5708,2.26,0.998504,0.998807,0,0,Y
DFT_0249,Zr6Ta84W9Re1,3.090610,183.20,281.78,133.91,92.55,73.94,183.20,85.11,84.08,84.60,219.93,0.2999,2.1656,41.36,1.2518,7.86,0.999926,0.999960,0,0,Y
DFT_0250,Zr6Ta91W3,3.102218,180.72,270.67,135.75,92.79,67.46,180.72,82.66,80.67,81.67,212.93,0.3036,2.2129,42.95,1.3755,7.37,0.999809,0.999901,0,0,Y
DFT_0251,Zr6Nb24Ta24Mo24W22,3.029063,202.54,346.94,130.34,71.58,108.30,202.54,86.27,82.81,84.54,222.64,0.3168,2.3958,58.76,0.6610,6.65,0.999318,0.996336,0,0,Y
DFT_0252,Zr6Nb90Mo2W2,3.085507,150.20,240.25,105.17,39.29,67.54,150.20,50.59,47.18,48.89,132.31,0.3532,3.0724,65.88,0.5817,2.23,0.998775,0.998998,0,0,Y
DFT_0254,Zr7Nb86Ta1Mo2W4,3.085082,154.49,245.80,108.83,41.30,68.48,154.49,52.17,49.09,50.63,136.94,0.3523,3.0512,67.54,0.6030,2.39,0.999288,0.999191,0,0,Y
DFT_0256,Zr29Nb33Ta38,3.146278,140.76,203.88,109.20,62.83,47.34,140.76,56.63,55.56,56.10,148.55,0.3241,2.5093,46.37,1.3273,4.19,0.999954,0.999933,0,0,Y
DFT_0257,Ti1Zr3Mo96,2.950961,238.70,461.69,127.20,113.12,167.24,238.70,134.77,129.94,132.35,335.12,0.2660,1.8035,14.09,0.6764,14.48,0.999933,0.999775,0,0,Y
DFT_0258,Ti2Zr6Hf6Nb86,3.101916,143.70,225.26,102.92,44.36,61.17,143.70,51.08,49.84,50.46,135.52,0.3428,2.8478,58.56,0.7251,2.83,0.999484,0.999183,0,0,Y
DFT_0259,Ti3V10Nb39Ta40Mo8,3.049779,175.10,276.21,124.54,63.36,75.83,175.10,68.35,67.82,68.09,180.82,0.3279,2.5717,61.18,0.8355,4.82,0.999517,0.999624,0,0,Y
DFT_0260,Ti4Nb24Ta23Mo24W25,3.012353,216.65,371.71,139.12,77.55,116.30,216.65,93.05,89.47,91.26,240.08,0.3153,2.3739,61.57,0.6668,7.20,0.999957,0.996511,0,0,Y
DFT_0261,Ti5Zr1Hf2Nb92,3.083255,145.72,231.21,102.98,41.91,64.12,145.72,50.79,48.65,49.72,133.92,0.3468,2.9309,61.07,0.6536,2.59,0.998608,0.998813,0,0,Y
DFT_0262,Ti6V12Nb41Ta41,3.059096,168.01,257.22,123.41,65.35,66.91,168.01,65.97,65.96,65.97,175.00,0.3264,2.5468,58.05,0.9768,4.77,0.999632,0.999844,0,0,Y
DFT_0263,Ti8V15Nb40Ta35Mo2,3.046356,166.16,255.47,121.50,62.37,66.98,166.16,64.22,64.14,64.18,170.57,0.3289,2.5891,59.13,0.9311,4.50,0.999772,0.999833,0,0,Y
DFT_0264,Ti8Zr3Nb76Mo5W8,3.062416,166.85,264.39,118.08,46.80,73.15,166.85,57.34,54.68,56.01,151.13,0.3490,2.9787,71.28,0.6398,2.88,0.999967,0.999884,0,0,Y
DFT_0266,Ti11V22Nb33Ta34,3.031201,159.18,243.14,117.20,62.57,62.97,159.18,62.73,62.73,62.73,166.35,0.3258,2.5374,54.62,0.9937,4.58,0.999798,0.999824,0,0,Y
DFT_0268,Ti13Hf15Nb43Ta22Re7,3.086537,161.55,243.34,120.66,69.46,61.34,161.55,66.21,65.97,66.09,174.48,0.3200,2.4443,51.19,1.1324,5.16,0.999952,0.999981,0,0,Y
DFT_0269,Ti14Nb21Ta21Mo21W23,3.012658,199.71,334.11,132.51,73.73,100.80,199.71,84.56,82.61,83.58,220.05,0.3164,2.3893,58.78,0.7315,6.61,0.999811,0.998887,0,0,Y
DFT_0270,Ti14Hf10V6Nb45Ta25,3.108769,137.29,191.04,110.42,56.51,40.31,137.29,50.03,48.69,49.36,132.23,0.3395,2.7814,53.90,1.4020,2.91,0.999856,0.999859,0,0,Y
DFT_0271,Ti14Zr14Hf11Nb14Ta14Mo19W14,3.071006,164.04,254.64,118.74,66.94,67.95,164.04,67.35,67.34,67.34,177.71,0.3194,2.4359,51.80,0.9852,5.28,0.999980,0.999963,0,0,Y
DFT_0272,Ti15Hf11V4Nb35Ta35,3.091969,157.09,211.35,129.96,65.03,40.69,157.09,55.30,52.48,53.89,145.07,0.3461,2.9152,64.93,1.5981,2.89,0.999826,0.999891,0,0,Y
DFT_0273,Ti16Zr16Hf22Nb17Ta17W12,3.130485,146.75,202.66,118.80,70.92,41.93,146.75,59.33,55.56,57.44,152.44,0.3269,2.5547,47.87,1.6914,4.14,0.999987,0.999876,1,2,Y
DFT_0274,Ti16Zr17Hf21Nb17Ta17Mo12,3.128769,141.78,198.21,113.57,65.79,42.32,141.78,56.40,53.85,55.12,146.40,0.3279,2.5720,47.78,1.5547,3.91,0.999995,0.999958,2,2,Y
DFT_0275,Ti17V14Nb17Ta16Mo17W19,2.987469,188.32,309.46,127.75,68.46,90.85,188.32,77.42,75.95,76.68,202.55,0.3207,2.4559,59.29,0.7535,5.85,0.999994,0.999641,0,0,Y
DFT_0276,Ti17V26Nb29Ta28,3.016016,157.42,235.66,118.30,61.03,58.68,157.42,60.09,60.07,60.08,159.90,0.3307,2.6201,57.27,1.0400,4.11,0.999912,0.999864,0,0,Y
DFT_0277,Ti17Zr43Nb30Ta10,3.171596,112.67,153.40,92.31,54.65,30.55,112.67,45.01,41.54,43.28,115.09,0.3298,2.6036,37.65,1.7891,2.92,0.999818,0.999882,0,0,Y
DFT_0278,Ti19Hf11Nb45Ta25,3.097353,151.21,218.06,117.78,65.30,50.14,151.21,59.23,58.25,58.74,156.02,0.3280,2.5741,52.49,1.3023,4.17,0.999967,0.999915,0,0,Y
